Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
91,Fabrizio Angileri,ARG,"DF,FW",Getafe,es La Liga,29-299,1994,0.9,0.00,0.00,0.00,0.00,0.00,0.00,2.22,0.0,2.22,0.00,0.00,0.00,2.22,2.22,4.44,0.00,https://fbref.com/en/players/fdd26d71/Fabrizio-Angileri,fdd26d71,Big 5 combined
92,Jaidon Anthony,ENG,FW,Bournemouth,eng Premier League,24-038,1999,1.7,1.76,0.59,0.59,0.00,1.18,0.59,4.12,14.3,3.53,1.76,0.00,1.76,0.59,2.35,1.76,0.00,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,e4238fb1,Big 5 combined
93,Waldemar Anton,GER,DF,Stuttgart,de Bundesliga,27-172,1996,15.6,1.22,0.90,0.51,0.64,0.06,0.77,1.35,57.1,0.58,0.96,0.64,0.32,1.35,2.56,4.62,0.06,https://fbref.com/en/players/5e66fa06/Waldemar-Anton,5e66fa06,Big 5 combined
94,Michail Antonio,JAM,FW,West Ham,eng Premier League,33-286,1990,9.0,0.89,0.44,0.33,0.33,0.22,0.33,0.44,75.0,0.11,1.00,0.33,0.67,0.11,1.00,0.11,0.00,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970,Big 5 combined
95,Antony,BRA,FW,Manchester Utd,eng Premier League,23-318,2000,10.0,2.60,1.40,1.00,1.10,0.50,1.50,2.90,51.7,1.40,2.00,0.10,1.90,0.70,3.30,0.30,0.00,https://fbref.com/en/players/99127249/Antony,99127249,Big 5 combined
96,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,de Bundesliga,29-335,1994,7.1,1.69,0.99,0.70,0.70,0.28,0.99,2.11,46.7,1.13,0.99,0.28,0.70,0.00,1.69,0.70,0.14,https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei,0a3f6cde,Big 5 combined
97,Houssem Aouar,ALG,MF,Roma,it Serie A,25-192,1998,4.7,2.55,1.91,0.64,1.70,0.21,0.43,1.70,25.0,1.28,0.85,0.00,0.85,0.85,3.40,0.21,0.00,https://fbref.com/en/players/a5db0bec/Houssem-Aouar,a5db0bec,Big 5 combined
98,Stredair Appuah,FRA,FW,Nantes,fr Ligue 1,19-195,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/42f0113f/Stredair-Appuah,42f0113f,Big 5 combined
99,Mauro Arambarri,URU,MF,Getafe,es La Liga,28-100,1995,3.8,1.58,0.53,0.79,0.53,0.26,0.26,1.58,16.7,1.32,0.26,0.00,0.26,0.53,2.11,1.84,0.00,https://fbref.com/en/players/58afe001/Mauro-Arambarri,58afe001,Big 5 combined
100,Julian Araujo,MEX,DF,Las Palmas,es La Liga,22-148,2001,11.1,2.43,1.35,1.62,0.45,0.36,1.53,2.34,65.4,0.81,1.44,0.90,0.54,0.72,3.15,3.51,0.09,https://fbref.com/en/players/8f4541c2/Julian-Araujo,8f4541c2,Big 5 combined
101,Ronald Araújo,URU,DF,Barcelona,es La Liga,24-307,1999,11.4,1.14,0.88,0.35,0.70,0.09,0.35,0.53,66.7,0.18,1.05,0.53,0.53,0.61,1.75,2.28,0.09,https://fbref.com/en/players/2bef2bca/Ronald-Araujo,2bef2bca,Big 5 combined
102,Cameron Archer,ENG,"FW,MF",Sheffield Utd,eng Premier League,22-171,2001,14.6,0.82,0.62,0.41,0.21,0.21,0.34,0.89,38.5,0.55,1.03,0.21,0.82,0.07,0.89,0.55,0.00,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
103,Cameron Archer,ENG,MF,Aston Villa,eng Premier League,22-171,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d,Big 5 combined
104,Alphonse Areola,FRA,GK,West Ham,eng Premier League,30-315,1993,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.0,0.12,0.00,0.00,0.00,0.00,0.00,0.41,0.00,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72,Big 5 combined
105,Adu Ares,ESP,FW,Athletic Club,es La Liga,22-088,2001,0.4,7.50,5.00,5.00,0.00,2.50,2.50,5.00,50.0,2.50,0.00,0.00,0.00,0.00,7.50,0.00,0.00,https://fbref.com/en/players/a461f098/Adu-Ares,a461f098,Big 5 combined
106,Jesús Areso,ESP,DF,Osasuna,es La Liga,24-190,1999,14.0,1.57,0.86,0.86,0.57,0.14,1.07,1.21,88.2,0.14,1.07,0.36,0.71,0.64,2.21,2.43,0.00,https://fbref.com/en/players/94e01ec6/Jesus-Areso,94e01ec6,Big 5 combined
107,Matias Arezo,URU,FW,Granada,es La Liga,21-048,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,0.00,0.00,0.00,0.00,0.00,20.0,0.00,https://fbref.com/en/players/484ebdb0/Matias-Arezo,484ebdb0,Big 5 combined
108,Yoël Armougom,FRA,"DF,MF",Clermont Foot,fr Ligue 1,25-217,1998,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9dd5da03/Yoel-Armougom,9dd5da03,Big 5 combined
109,José Arnaiz,ESP,"FW,MF",Osasuna,es La Liga,28-268,1995,5.0,1.20,0.60,0.60,0.20,0.40,0.40,2.80,14.3,2.40,1.00,0.00,1.00,0.40,1.60,0.20,0.00,https://fbref.com/en/players/46e07328/Jose-Arnaiz,46e07328,Big 5 combined
110,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,fr Ligue 1,20-273,2003,4.3,0.70,0.70,0.23,0.47,0.00,0.23,2.33,10.0,2.09,0.00,0.00,0.00,0.23,0.93,0.70,0.00,https://fbref.com/en/players/e2ae54db/Hakon-Arnar-Haraldsson,e2ae54db,Big 5 combined
111,Marko Arnautović,AUT,FW,Inter,it Serie A,34-264,1989,4.0,1.00,0.25,0.50,0.50,0.00,0.50,0.75,66.7,0.25,1.00,0.25,0.75,1.00,2.00,0.50,0.00,https://fbref.com/en/players/00459419/Marko-Arnautovic,00459419,Big 5 combined
112,Maximilian Arnold,GER,MF,Wolfsburg,de Bundesliga,29-226,1994,10.9,1.83,1.28,0.46,0.92,0.46,1.01,1.83,55.0,0.83,0.64,0.09,0.55,1.01,2.84,2.11,0.00,https://fbref.com/en/players/86e119e0/Maximilian-Arnold,86e119e0,Big 5 combined
113,Mohamed El Arouch,FRA,FW,Lyon,fr Ligue 1,19-277,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/508a9011/Mohamed-El-Arouch,508a9011,Big 5 combined
114,Sergio Arribas,ESP,"MF,FW",Almería,es La Liga,22-100,2001,13.9,1.80,0.86,0.94,0.86,0.00,0.65,1.22,52.9,0.58,0.65,0.07,0.58,0.65,2.45,0.36,0.00,https://fbref.com/en/players/1e465e70/Sergio-Arribas,1e465e70,Big 5 combined
115,Kepa Arrizabalaga,ESP,GK,Real Madrid,es La Liga,29-097,1994,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.0,0.09,0.00,0.00,0.00,0.00,0.00,0.36,0.00,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,28d596a0,Big 5 combined
116,Arthur,BRA,DF,Leverkusen,de Bundesliga,20-297,2003,0.4,5.00,5.00,2.50,0.00,2.50,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,5.00,2.50,0.00,https://fbref.com/en/players/8a958856/Arthur,8a958856,Big 5 combined
117,Takuma Asano,JPN,"FW,MF",Bochum,de Bundesliga,29-059,1994,13.1,0.76,0.15,0.15,0.31,0.31,0.31,0.99,30.8,0.69,0.46,0.08,0.38,0.15,0.92,0.61,0.00,https://fbref.com/en/players/13ddc856/Takuma-Asano,13ddc856,Big 5 combined
118,Marco Asensio,ESP,"FW,MF",Paris S-G,fr Ligue 1,27-352,1996,3.1,0.32,0.32,0.00,0.32,0.00,0.32,0.65,50.0,0.32,1.29,0.00,1.29,0.00,0.32,0.65,0.00,https://fbref.com/en/players/45af8a54/Marco-Asensio,45af8a54,Big 5 combined
119,Kristjan Asllani,ALB,MF,Inter,it Serie A,21-305,2002,1.5,1.33,0.00,0.67,0.67,0.00,0.00,1.33,0.0,1.33,1.33,0.00,1.33,2.67,4.00,1.33,0.00,https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani,0fdcef0e,Big 5 combined
120,Joel Asoro,SWE,FW,Metz,fr Ligue 1,24-256,1999,7.3,1.51,1.10,0.82,0.68,0.00,0.41,1.23,33.3,0.82,0.55,0.00,0.55,0.41,1.92,1.10,0.00,https://fbref.com/en/players/13e827f8/Joel-Asoro,13e827f8,Big 5 combined
121,Iago Aspas,ESP,FW,Celta Vigo,es La Liga,36-160,1987,15.1,0.13,0.07,0.00,0.13,0.00,0.00,0.40,0.0,0.40,0.53,0.13,0.40,0.46,0.60,0.33,0.00,https://fbref.com/en/players/7dcf86f6/Iago-Aspas,7dcf86f6,Big 5 combined
122,Lorenz Assignon,TOG,DF,Rennes,fr Ligue 1,23-200,2000,11.2,2.14,1.07,1.07,0.71,0.36,0.80,2.14,37.5,1.34,0.80,0.36,0.45,0.80,2.95,2.41,0.09,https://fbref.com/en/players/b026bbf6/Lorenz-Assignon,b026bbf6,Big 5 combined
123,Youcef Atal,ALG,DF,Nice,fr Ligue 1,27-236,1996,4.0,2.25,0.75,1.50,0.50,0.25,1.50,2.00,75.0,0.50,1.75,0.25,1.50,1.00,3.25,0.25,0.00,https://fbref.com/en/players/6a827d8e/Youcef-Atal,6a827d8e,Big 5 combined
124,Valentin Atangana Edoa,FRA,MF,Reims,fr Ligue 1,18-136,2005,1.8,3.89,2.78,0.56,1.67,1.67,1.11,2.22,50.0,1.11,1.11,0.00,1.11,1.11,5.00,0.56,0.00,https://fbref.com/en/players/6b5edd5d/Valentin-Atangana-Edoa,6b5edd5d,Big 5 combined
125,Arthur Atta,FRA,MF,Metz,fr Ligue 1,20-359,2003,1.3,2.31,1.54,0.00,0.77,1.54,0.77,3.08,25.0,2.31,1.54,0.00,1.54,0.77,3.08,3.08,0.00,https://fbref.com/en/players/d3ddf88b/Arthur-Atta,d3ddf88b,Big 5 combined
126,Noah Atubolu,GER,GK,Freiburg,de Bundesliga,21-228,2002,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,https://fbref.com/en/players/dbd1b101/Noah-Atubolu,dbd1b101,Big 5 combined
127,Pierre-Emerick Aubameyang,GAB,FW,Marseille,fr Ligue 1,34-204,1989,13.4,0.67,0.37,0.15,0.37,0.15,0.15,0.75,20.0,0.60,0.67,0.15,0.52,0.30,0.97,0.97,0.00,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,d5dd5f1f,Big 5 combined
128,Tommaso Augello,ITA,DF,Cagliari,it Serie A,29-131,1994,13.4,1.12,0.75,0.82,0.15,0.15,0.82,1.19,68.8,0.37,0.75,0.37,0.37,0.37,1.49,2.54,0.00,https://fbref.com/en/players/3cd3b384/Tommaso-Augello,3cd3b384,Big 5 combined
129,Yann Aurel Bisseck,GER,DF,Inter,it Serie A,23-040,2000,4.1,1.22,0.49,0.49,0.49,0.24,0.73,1.22,60.0,0.49,0.24,0.24,0.00,0.00,1.22,1.46,0.00,https://fbref.com/en/players/3963c25b/Yann-Aurel-Bisseck,3963c25b,Big 5 combined
130,Serge Aurier,CIV,"DF,MF",Nott'ham Forest,eng Premier League,31-015,1992,9.3,2.15,1.51,0.97,1.18,0.00,0.54,1.18,45.5,0.65,1.08,0.32,0.75,0.97,3.12,3.87,0.11,https://fbref.com/en/players/5c2b4f07/Serge-Aurier,5c2b4f07,Big 5 combined
131,Ezequiel Ávila,ARG,"FW,MF",Osasuna,es La Liga,29-336,1994,9.6,0.31,0.21,0.10,0.10,0.10,0.31,1.15,27.3,0.83,1.46,0.00,1.46,0.42,0.73,0.83,0.00,https://fbref.com/en/players/253a06b9/Ezequiel-Avila,253a06b9,Big 5 combined
132,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,eng Premier League,26-149,1997,7.4,0.68,0.41,0.14,0.41,0.14,0.00,0.14,0.0,0.14,0.41,0.00,0.41,0.00,0.68,1.08,0.00,https://fbref.com/en/players/e5478b87/Taiwo-Awoniyi,e5478b87,Big 5 combined
133,André Ayew,GHA,"FW,MF",Le Havre,fr Ligue 1,34-022,1989,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.0,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5dbefa9d/Andre-Ayew,5dbefa9d,Big 5 combined
134,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng Premier League,32-119,1991,17.2,2.21,1.22,0.93,0.87,0.41,0.58,1.40,41.7,0.81,1.51,0.12,1.40,0.64,2.85,0.52,0.00,https://fbref.com/en/players/da052c14/Jordan-Ayew,da052c14,Big 5 combined
135,Neil El Aynaoui,FRA,MF,Lens,fr Ligue 1,22-190,2001,6.2,1.45,0.65,0.48,0.65,0.32,0.32,2.10,15.4,1.77,1.29,0.32,0.97,1.13,2.58,0.97,0.00,https://fbref.com/en/players/17e1261b/Neil-El-Aynaoui,17e1261b,Big 5 combined
136,Sardar Azmoun,IRN,"FW,MF",Roma,it Serie A,29-007,1995,2.7,2.22,1.48,0.74,1.11,0.37,1.11,2.59,42.9,1.48,0.00,0.00,0.00,0.74,2.96,1.11,0.37,https://fbref.com/en/players/10549b49/Sardar-Azmoun,10549b49,Big 5 combined
137,César Azpilicueta,ESP,DF,Atlético Madrid,es La Liga,34-133,1989,10.6,1.89,1.13,1.04,0.75,0.09,0.94,1.51,62.5,0.57,1.79,0.38,1.42,1.13,3.02,3.02,0.00,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,53cad200,Big 5 combined
138,Paulo Azzi,BRA,"DF,MF",Cagliari,it Serie A,29-177,1994,6.3,2.06,0.95,0.79,0.95,0.32,0.63,1.59,40.0,0.95,0.95,0.16,0.79,1.75,3.81,2.22,0.00,https://fbref.com/en/players/967ac202/Paulo-Azzi,967ac202,Big 5 combined
139,Oussama El Azzouzi,MAR,MF,Bologna,it Serie A,22-224,2001,2.2,2.27,1.36,0.45,1.36,0.45,1.36,2.73,50.0,1.36,1.36,0.91,0.45,1.82,4.09,2.73,0.00,https://fbref.com/en/players/85f476cc/Oussama-El-Azzouzi,85f476cc,Big 5 combined
140,Abdellah Baallal,MAR,MF,Clermont Foot,fr Ligue 1,19-062,2004,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,https://fbref.com/en/players/972183e0/Abdellah-Baallal,972183e0,Big 5 combined
141,Iddrisu Baba,GHA,MF,Almería,es La Liga,27-351,1996,10.8,2.87,1.67,1.48,1.39,0.00,0.93,2.31,40.0,1.39,0.93,0.19,0.74,1.02,3.89,1.30,0.09,https://fbref.com/en/players/bfd381b3/Iddrisu-Baba,bfd381b3,Big 5 combined
142,Srđan Babić,SRB,DF,Almería,es La Liga,27-261,1996,1.0,2.00,2.00,0.00,2.00,0.00,1.00,1.00,100.0,0.00,1.00,1.00,0.00,0.00,2.00,2.00,0.00,https://fbref.com/en/players/075fe5a3/Srdjan-Babic,075fe5a3,Big 5 combined
143,Aliou Badara Baldé,SEN,FW,Nice,fr Ligue 1,21-027,2002,0.5,2.00,2.00,0.00,2.00,0.00,0.00,0.00,,0.00,2.00,2.00,0.00,2.00,4.00,0.00,0.00,https://fbref.com/en/players/7362a6f2/Aliou-Badara-Balde,7362a6f2,Big 5 combined
144,Loïc Bade,FRA,DF,Sevilla,es La Liga,23-272,2000,10.6,2.26,1.42,1.89,0.38,0.00,1.04,1.70,61.1,0.66,1.32,0.85,0.47,1.70,3.96,5.00,0.00,https://fbref.com/en/players/114bbdee/Loic-Bade,114bbdee,Big 5 combined
145,Milan Badelj,CRO,MF,Genoa,it Serie A,34-317,1989,13.6,1.84,0.96,0.81,1.03,0.00,1.03,2.50,41.2,1.47,1.69,0.37,1.32,1.91,3.75,1.62,0.00,https://fbref.com/en/players/e8c930bb/Milan-Badelj,e8c930bb,Big 5 combined
146,Matthias Bader,GER,"DF,MF",Darmstadt 98,de Bundesliga,26-205,1997,9.8,2.04,1.02,1.22,0.41,0.41,1.12,2.24,50.0,1.12,1.02,0.20,0.82,1.53,3.57,1.02,0.00,https://fbref.com/en/players/3489184e/Matthias-Bader,3489184e,Big 5 combined
147,Benoît Badiashile,FRA,DF,Chelsea,eng Premier League,22-288,2001,5.1,2.35,1.76,1.57,0.78,0.00,0.98,1.57,62.5,0.59,1.18,0.39,0.78,0.78,3.14,3.73,0.20,https://fbref.com/en/players/06df8256/Benoit-Badiashile,06df8256,Big 5 combined
148,Alex Baena,ESP,"MF,FW",Villarreal,es La Liga,22-172,2001,13.0,0.85,0.62,0.23,0.15,0.46,0.31,1.15,26.7,0.85,0.62,0.00,0.62,0.38,1.23,0.23,0.08,https://fbref.com/en/players/518f2234/Alex-Baena,518f2234,Big 5 combined
149,Jaime Báez,URU,"FW,MF",Frosinone,it Serie A,28-258,1995,5.5,0.73,0.18,0.00,0.36,0.36,0.00,1.27,0.0,1.27,0.91,0.00,0.91,0.73,1.45,0.18,0.00,https://fbref.com/en/players/dfd24c07/Jaime-Baez,dfd24c07,Big 5 combined
150,Leon Bailey,JAM,"MF,FW",Aston Villa,eng Premier League,26-152,1997,9.6,0.31,0.21,0.10,0.00,0.21,0.10,0.63,16.7,0.52,0.73,0.00,0.73,0.52,0.83,0.31,0.00,https://fbref.com/en/players/3a233281/Leon-Bailey,3a233281,Big 5 combined
151,Eric Bailly,CIV,DF,Villarreal,es La Liga,29-271,1994,0.8,1.25,1.25,1.25,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.25,2.50,1.25,1.25,https://fbref.com/en/players/a1232f4e/Eric-Bailly,a1232f4e,Big 5 combined
152,Nedim Bajrami,ALB,"MF,FW",Sassuolo,it Serie A,24-314,1999,7.7,0.78,0.26,0.26,0.39,0.13,0.13,0.52,25.0,0.39,0.26,0.13,0.13,0.52,1.30,0.65,0.00,https://fbref.com/en/players/f42d6c13/Nedim-Bajrami,f42d6c13,Big 5 combined
153,Tiemoué Bakayoko,FRA,MF,Lorient,fr Ligue 1,29-144,1994,4.6,2.39,1.96,0.87,1.30,0.22,0.22,0.87,25.0,0.65,0.87,0.43,0.43,1.74,4.13,0.43,0.00,https://fbref.com/en/players/59bf127b/Tiemoue-Bakayoko,59bf127b,Big 5 combined
154,Mitchel Bakker,NED,DF,Atalanta,it Serie A,23-202,2000,2.5,2.00,0.80,2.00,0.00,0.00,0.40,3.20,12.5,2.80,1.60,0.00,1.60,0.40,2.40,1.60,0.00,https://fbref.com/en/players/a8567629/Mitchel-Bakker,a8567629,Big 5 combined
155,Ridle Baku,GER,"DF,MF",Wolfsburg,de Bundesliga,25-275,1998,10.0,1.20,0.70,0.70,0.20,0.30,0.70,1.50,46.7,0.80,1.40,0.00,1.40,1.10,2.30,3.00,0.10,https://fbref.com/en/players/442b56fa/Ridle-Baku,442b56fa,Big 5 combined
156,Dilane Bakwa,FRA,"FW,MF",Strasbourg,fr Ligue 1,21-135,2002,10.1,1.78,1.58,0.69,0.89,0.20,0.59,2.18,27.3,1.58,0.79,0.00,0.79,0.89,2.67,0.20,0.00,https://fbref.com/en/players/2b5a35e5/Dilane-Bakwa,2b5a35e5,Big 5 combined
157,Tommaso Baldanzi,ITA,"MF,FW",Empoli,it Serie A,20-291,2003,7.9,0.51,0.25,0.13,0.13,0.25,0.38,1.14,33.3,0.76,0.89,0.00,0.89,0.25,0.76,0.00,0.00,https://fbref.com/en/players/102e2599/Tommaso-Baldanzi,102e2599,Big 5 combined
158,Alejandro Balde,ESP,DF,Barcelona,es La Liga,20-082,2003,14.3,1.26,0.63,0.77,0.28,0.21,0.42,0.63,66.7,0.21,0.77,0.07,0.70,0.35,1.61,1.47,0.07,https://fbref.com/en/players/5ccc9672/Alejandro-Balde,5ccc9672,Big 5 combined
159,George Baldock,GRE,DF,Sheffield Utd,eng Premier League,30-305,1993,9.3,1.83,0.97,0.97,0.75,0.11,0.65,1.51,42.9,0.86,1.29,0.86,0.43,0.97,2.80,2.90,0.00,https://fbref.com/en/players/394854c4/George-Baldock,394854c4,Big 5 combined
160,Carlos Baleba,CMR,MF,Brighton,eng Premier League,20-005,2004,6.2,3.55,1.61,1.77,1.45,0.32,1.61,3.39,47.6,1.77,2.26,0.65,1.61,1.29,4.84,2.42,0.16,https://fbref.com/en/players/a1390d2f/Carlos-Baleba,a1390d2f,Big 5 combined
161,Carlos Baleba,CMR,MF,Lille,fr Ligue 1,20-005,2004,0.7,8.57,2.86,1.43,5.71,1.43,4.29,5.71,75.0,1.43,0.00,0.00,0.00,2.86,11.4,0.00,0.00,https://fbref.com/en/players/a1390d2f/Carlos-Baleba,a1390d2f,Big 5 combined
162,Leonardo Balerdi,ARG,DF,Marseille,fr Ligue 1,24-347,1999,10.4,2.69,1.63,1.83,0.87,0.00,1.92,2.31,83.3,0.38,1.54,0.58,0.96,2.12,4.81,4.52,0.00,https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi,7c3ed041,Big 5 combined
163,Iván Balliu,ALB,DF,Rayo Vallecano,es La Liga,32-007,1992,15.9,1.19,0.75,0.63,0.57,0.00,0.63,1.07,58.8,0.44,1.07,0.38,0.69,1.13,2.33,2.83,0.06,https://fbref.com/en/players/cee88597/Ivan-Balliu,cee88597,Big 5 combined
164,Fodé Ballo-Touré,SEN,DF,Fulham,eng Premier League,27-005,1997,0.6,3.33,1.67,1.67,1.67,0.00,1.67,1.67,100.0,0.00,1.67,0.00,1.67,5.00,8.33,3.33,0.00,https://fbref.com/en/players/f449640d/Fode-Ballo-Toure,f449640d,Big 5 combined
165,Folarin Balogun,USA,FW,Monaco,fr Ligue 1,22-189,2001,10.0,0.70,0.10,0.10,0.50,0.10,0.30,1.00,30.0,0.70,0.40,0.00,0.40,0.20,0.90,0.20,0.00,https://fbref.com/en/players/31822f8c/Folarin-Balogun,31822f8c,Big 5 combined
166,Jonathan Bamba,CIV,"MF,FW",Celta Vigo,es La Liga,27-288,1996,15.6,0.71,0.45,0.26,0.32,0.13,0.06,0.71,9.1,0.64,0.96,0.00,0.96,0.71,1.41,0.58,0.00,https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba,b2bd0f6c,Big 5 combined
167,Samuel Bamba,GER,FW,Dortmund,de Bundesliga,19-329,2004,0.5,2.00,2.00,2.00,0.00,0.00,2.00,4.00,50.0,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,https://fbref.com/en/players/489d4867/Samuel-Bamba,489d4867,Big 5 combined
168,Lameck Banda,ZAM,FW,Lecce,it Serie A,22-344,2001,10.7,1.87,1.50,0.75,0.84,0.28,0.37,1.59,23.5,1.21,1.21,0.00,1.21,0.28,2.15,0.37,0.00,https://fbref.com/en/players/8a6de8c7/Lameck-Banda,8a6de8c7,Big 5 combined
169,Mamady Bangré,BFA,"FW,MF",Toulouse,fr Ligue 1,22-207,2001,1.1,3.64,1.82,1.82,1.82,0.00,2.73,3.64,75.0,0.91,0.00,0.00,0.00,3.64,7.27,2.73,0.00,https://fbref.com/en/players/69e930e4/Mamady-Bangre,69e930e4,Big 5 combined
170,Mattia Bani,ITA,DF,Genoa,it Serie A,30-029,1993,12.7,0.94,0.31,0.79,0.16,0.00,0.31,0.63,50.0,0.31,1.89,1.10,0.79,0.63,1.57,4.17,0.08,https://fbref.com/en/players/0821331c/Mattia-Bani,0821331c,Big 5 combined
171,Léo Baptistão,BRA,"FW,MF",Almería,es La Liga,31-135,1992,10.4,1.35,0.77,0.58,0.38,0.38,0.48,1.54,31.3,1.06,0.58,0.10,0.48,0.38,1.73,1.25,0.00,https://fbref.com/en/players/35f6db55/Leo-Baptistao,35f6db55,Big 5 combined
172,Shandon Baptiste,GRN,MF,Brentford,eng Premier League,25-275,1998,2.1,1.90,1.90,0.95,0.95,0.00,0.48,2.38,20.0,1.90,1.90,0.48,1.43,1.43,3.33,2.38,0.00,https://fbref.com/en/players/2886c9b5/Shandon-Baptiste,2886c9b5,Big 5 combined
173,Antonín Barák,CZE,MF,Fiorentina,it Serie A,29-036,1994,2.5,0.80,0.40,0.40,0.00,0.40,0.40,1.20,33.3,0.80,1.60,0.00,1.60,0.00,0.80,0.80,0.00,https://fbref.com/en/players/01efac19/Antonin-Barak,01efac19,Big 5 combined
174,Francisco Barbosa,ESP,GK,Betis,es La Liga,24-246,1999,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,https://fbref.com/en/players/2ae958ab/Francisco-Barbosa,2ae958ab,Big 5 combined
175,Bradley Barcola,FRA,FW,Lyon,fr Ligue 1,21-128,2002,3.0,1.67,0.67,0.00,0.67,1.00,0.33,2.33,14.3,2.00,1.33,0.00,1.33,0.67,2.33,0.00,0.00,https://fbref.com/en/players/a0d55a09/Bradley-Barcola,a0d55a09,Big 5 combined
176,Bradley Barcola,FRA,"MF,FW",Paris S-G,fr Ligue 1,21-128,2002,6.8,2.79,1.18,1.32,0.74,0.74,0.59,1.91,30.8,1.32,1.62,0.00,1.62,0.74,3.53,1.03,0.15,https://fbref.com/en/players/a0d55a09/Bradley-Barcola,a0d55a09,Big 5 combined
177,Melvin Bard,FRA,DF,Nice,fr Ligue 1,23-063,2000,15.7,2.17,1.21,0.64,1.08,0.45,0.89,1.72,51.9,0.83,1.66,0.32,1.34,1.53,3.69,1.46,0.00,https://fbref.com/en/players/1ddbc7ca/Melvin-Bard,1ddbc7ca,Big 5 combined
178,Nicolò Barella,ITA,MF,Inter,it Serie A,26-335,1997,16.5,1.52,0.85,0.61,0.67,0.24,0.73,2.30,31.6,1.58,0.79,0.00,0.79,0.24,1.76,0.42,0.00,https://fbref.com/en/players/6928979a/Nicolo-Barella,6928979a,Big 5 combined
179,Kike Barja,ESP,"FW,MF",Osasuna,es La Liga,26-282,1997,2.8,1.43,0.71,0.71,0.36,0.36,0.71,1.79,40.0,1.07,0.36,0.36,0.00,0.36,1.79,0.71,0.00,https://fbref.com/en/players/aad53e64/Kike-Barja,aad53e64,Big 5 combined
180,Ross Barkley,ENG,MF,Luton Town,eng Premier League,30-034,1993,11.9,1.43,0.59,0.25,0.76,0.42,0.34,1.85,18.2,1.51,0.92,0.50,0.42,1.01,2.44,1.76,0.08,https://fbref.com/en/players/3a24769f/Ross-Barkley,3a24769f,Big 5 combined
181,Aymen Barkok,MAR,"MF,FW",Mainz 05,de Bundesliga,25-232,1998,3.6,2.50,1.39,0.56,1.67,0.28,0.83,1.67,50.0,0.83,1.94,0.00,1.94,0.56,3.06,0.28,0.00,https://fbref.com/en/players/a2a85828/Aymen-Barkok,a2a85828,Big 5 combined
182,Harvey Barnes,ENG,FW,Newcastle Utd,eng Premier League,26-030,1997,2.1,0.48,0.00,0.00,0.48,0.00,0.00,0.48,0.0,0.48,0.00,0.00,0.00,0.48,0.95,0.00,0.00,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,3ea50f67,Big 5 combined
