Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
1367,Giorgi Kvernadze,GEO,"FW,DF",Frosinone,it Serie A,21-083,2003,5,0,63,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,8.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/70006831/Giorgi-Kvernadze,70006831,Big 5 combined
1368,Moritz-Broni Kwarteng,GHA,FW,Bochum,de Bundesliga,26-002,1998,11,2,281,3.1,0.00,0.32,0.32,0.00,0.00,0.00,0.32,0.32,0.32,0.32,0.16,0.52,2.58,1.94,7.74,0.00,0.32,0.32,0.00,0.32,0.33,0.17,0.51,0.33,0.51,https://fbref.com/en/players/1e2057aa/Moritz-Broni-Kwarteng,1e2057aa,Big 5 combined
1369,Grejohn Kyei,FRA,FW,Clermont Foot,fr Ligue 1,28-262,1995,24,8,860,9.6,0.21,0.10,0.31,0.10,0.10,0.10,0.10,0.00,0.47,0.39,0.14,0.52,1.25,2.29,7.81,0.21,0.10,0.31,0.10,0.21,0.47,0.13,0.60,0.39,0.52,https://fbref.com/en/players/397ba086/Grejohn-Kyei,397ba086,Big 5 combined
1370,Giorgos Kyriakopoulos,GRE,DF,Monza,it Serie A,28-085,1996,24,17,1535,17.1,0.00,0.18,0.18,0.00,0.00,0.00,0.18,0.00,0.06,0.06,0.08,0.14,3.33,3.57,5.26,0.00,0.18,0.18,0.00,0.18,0.06,0.08,0.14,0.06,0.14,https://fbref.com/en/players/0a483542/Giorgos-Kyriakopoulos,0a483542,Big 5 combined
1371,Luca de la Torre,USA,MF,Celta Vigo,es La Liga,25-343,1998,28,21,1863,20.7,0.05,0.19,0.24,0.05,0.00,0.00,0.19,0.05,0.09,0.09,0.07,0.16,2.61,4.25,3.96,0.05,0.19,0.24,0.05,0.24,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/e9241b40/Luca-de-la-Torre,e9241b40,Big 5 combined
1372,Gaëtan Laborde,FRA,"FW,MF",Nice,fr Ligue 1,29-363,1994,31,21,1780,19.8,0.20,0.10,0.30,0.15,0.05,0.10,0.10,0.00,0.36,0.28,0.09,0.36,1.62,2.02,7.78,0.20,0.10,0.30,0.15,0.25,0.36,0.09,0.45,0.28,0.37,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde,7cdda3bf,Big 5 combined
1373,Alexandre Lacazette,FRA,FW,Lyon,fr Ligue 1,32-338,1991,26,25,2097,23.3,0.69,0.04,0.73,0.64,0.04,0.04,0.09,0.04,0.41,0.38,0.08,0.46,0.82,2.27,5.62,0.69,0.04,0.73,0.64,0.69,0.41,0.08,0.49,0.38,0.46,https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette,9dbb75ca,Big 5 combined
1374,Maxence Lacroix,FRA,DF,Wolfsburg,de Bundesliga,24-024,2000,25,24,2092,23.2,0.17,0.04,0.22,0.17,0.00,0.00,0.17,0.13,0.03,0.03,0.03,0.06,0.09,3.19,0.17,0.17,0.04,0.22,0.17,0.22,0.03,0.03,0.06,0.03,0.06,https://fbref.com/en/players/277c49ed/Maxence-Lacroix,277c49ed,Big 5 combined
1375,Alban Lafont,FRA,GK,Nantes,fr Ligue 1,25-098,1999,25,25,2226,24.7,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4e7db402/Alban-Lafont,4e7db402,Big 5 combined
1376,Aïssa Laïdouni,TUN,MF,Union Berlin,de Bundesliga,27-139,1996,22,10,1060,11.8,0.00,0.25,0.25,0.00,0.00,0.00,0.08,0.00,0.06,0.06,0.07,0.13,1.95,4.66,3.39,0.00,0.25,0.25,0.00,0.25,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/22798128/Aissa-Laidouni,22798128,Big 5 combined
1377,Konrad Laimer,AUT,"DF,MF",Bayern Munich,de Bundesliga,26-339,1997,27,17,1665,18.5,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0.05,0.05,0.21,0.26,3.30,6.81,5.19,0.00,0.16,0.16,0.00,0.16,0.05,0.21,0.26,0.05,0.26,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,c1b7847c,Big 5 combined
1378,Stefan Lainer,AUT,"DF,MF",M'Gladbach,de Bundesliga,31-247,1992,13,7,641,7.1,0.00,0.14,0.14,0.00,0.00,0.00,0.28,0.00,0.03,0.03,0.07,0.10,1.83,4.65,4.23,0.00,0.14,0.14,0.00,0.14,0.03,0.08,0.10,0.03,0.10,https://fbref.com/en/players/4aea5077/Stefan-Lainer,4aea5077,Big 5 combined
1379,Kenny Lala,MAD,DF,Brest,fr Ligue 1,32-210,1991,30,30,2700,30.0,0.03,0.07,0.10,0.03,0.00,0.00,0.20,0.00,0.01,0.01,0.09,0.10,1.27,5.87,2.67,0.03,0.07,0.10,0.03,0.10,0.01,0.09,0.10,0.01,0.10,https://fbref.com/en/players/770d7eb8/Kenny-Lala,770d7eb8,Big 5 combined
1380,Adam Lallana,ENG,"MF,FW",Brighton,eng Premier League,35-356,1988,24,12,794,8.8,0.00,0.11,0.11,0.00,0.00,0.00,0.23,0.00,0.06,0.06,0.19,0.25,1.02,4.32,6.02,0.00,0.11,0.11,0.00,0.11,0.06,0.19,0.25,0.06,0.25,https://fbref.com/en/players/99813635/Adam-Lallana,99813635,Big 5 combined
1381,Mathis Lambourde,FRA,FW,Rennes,fr Ligue 1,18-112,2006,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0da3d7ab/Mathis-Lambourde,0da3d7ab,Big 5 combined
1382,Érik Lamela,ARG,"FW,MF",Sevilla,es La Liga,32-057,1992,12,4,390,4.3,0.47,0.00,0.47,0.47,0.00,0.00,0.70,0.00,0.21,0.21,0.21,0.42,1.86,3.72,5.58,0.46,0.00,0.46,0.46,0.46,0.21,0.21,0.41,0.21,0.41,https://fbref.com/en/players/abe66106/Erik-Lamela,abe66106,Big 5 combined
1383,Mohamed Lamine Bayo,GUI,FW,Le Havre,fr Ligue 1,25-331,1998,21,16,1371,15.2,0.26,0.07,0.33,0.20,0.07,0.07,0.26,0.00,0.42,0.37,0.04,0.41,1.18,1.32,7.43,0.26,0.07,0.33,0.20,0.26,0.42,0.04,0.46,0.37,0.41,https://fbref.com/en/players/01870104/Mohamed-Lamine-Bayo,01870104,Big 5 combined
1384,Didier Lamkel Zé,CMR,"FW,MF",Metz,fr Ligue 1,27-226,1996,8,7,546,6.1,0.16,0.00,0.16,0.16,0.00,0.00,0.16,0.00,0.26,0.26,0.15,0.41,2.30,3.11,3.77,0.16,0.00,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,https://fbref.com/en/players/b229aa13/Didier-Lamkel-Ze,b229aa13,Big 5 combined
1385,Tariq Lamptey,GHA,"DF,FW",Brighton,eng Premier League,23-213,2000,16,9,769,8.5,0.00,0.35,0.35,0.00,0.00,0.00,0.35,0.00,0.05,0.05,0.07,0.13,3.53,1.65,6.00,0.00,0.35,0.35,0.00,0.35,0.05,0.07,0.13,0.05,0.13,https://fbref.com/en/players/f4e433d4/Tariq-Lamptey,f4e433d4,Big 5 combined
1386,Bruno Langa,MOZ,DF,Almería,es La Liga,26-182,1997,8,6,550,6.1,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.02,0.02,0.03,0.05,1.31,3.44,3.61,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/72947847/Bruno-Langa,72947847,Big 5 combined
1387,Gianluca Lapadula,PER,FW,Cagliari,it Serie A,34-083,1990,18,11,920,10.2,0.20,0.10,0.29,0.20,0.00,0.00,0.29,0.00,0.32,0.32,0.07,0.38,0.49,0.29,4.90,0.20,0.10,0.29,0.20,0.29,0.32,0.06,0.38,0.32,0.38,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2ead2809,Big 5 combined
1388,Aymeric Laporte,ESP,DF,Manchester City,eng Premier League,29-339,1994,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,119b9a8e,Big 5 combined
1389,Julien Laporte,FRA,DF,Lorient,fr Ligue 1,30-178,1993,20,17,1548,17.2,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.03,0.03,0.00,0.03,0.23,2.50,0.17,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,https://fbref.com/en/players/f066022d/Julien-Laporte,f066022d,Big 5 combined
1390,Cyle Larin,CAN,FW,Mallorca,es La Liga,29-013,1995,30,17,1547,17.2,0.12,0.12,0.23,0.12,0.00,0.00,0.47,0.00,0.44,0.44,0.08,0.52,1.05,0.58,4.88,0.12,0.12,0.23,0.12,0.23,0.44,0.08,0.52,0.44,0.52,https://fbref.com/en/players/e7af9060/Cyle-Larin,e7af9060,Big 5 combined
1391,Yasser Larouci,ALG,DF,Sheffield Utd,eng Premier League,23-120,2001,10,5,477,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.04,0.04,0.06,0.09,3.21,2.26,2.08,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,https://fbref.com/en/players/0ed063d6/Yasser-Larouci,0ed063d6,Big 5 combined
1392,Hugo Larsson,SWE,MF,Eint Frankfurt,de Bundesliga,19-308,2004,26,21,1837,20.4,0.10,0.05,0.15,0.10,0.00,0.00,0.05,0.00,0.06,0.06,0.07,0.13,1.27,3.19,2.01,0.10,0.05,0.15,0.10,0.15,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/00c9a283/Hugo-Larsson,00c9a283,Big 5 combined
1393,Jamaal Lascelles,ENG,DF,Newcastle Utd,eng Premier League,30-171,1993,16,13,1080,12.0,0.08,0.00,0.08,0.08,0.00,0.00,0.33,0.00,0.06,0.06,0.01,0.07,0.67,2.58,0.25,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,450ab6fc,Big 5 combined
1394,Juanmi Latasa,ESP,FW,Getafe,es La Liga,23-038,2001,28,15,1395,15.5,0.13,0.00,0.13,0.13,0.00,0.00,0.39,0.06,0.20,0.20,0.06,0.26,0.45,0.97,4.26,0.13,0.00,0.13,0.13,0.13,0.20,0.06,0.27,0.20,0.27,https://fbref.com/en/players/2bea832e/Juanmi-Latasa,2bea832e,Big 5 combined
1395,Toni Lato,ESP,DF,Mallorca,es La Liga,26-161,1997,25,14,1357,15.1,0.00,0.07,0.07,0.00,0.00,0.00,0.20,0.00,0.01,0.01,0.08,0.09,1.72,2.12,6.29,0.00,0.07,0.07,0.00,0.07,0.01,0.08,0.09,0.01,0.09,https://fbref.com/en/players/8e088e04/Toni-Lato,8e088e04,Big 5 combined
1396,Armand Lauriente,FRA,FW,Sassuolo,it Serie A,25-148,1998,33,32,2622,29.1,0.14,0.14,0.27,0.14,0.00,0.00,0.17,0.00,0.19,0.19,0.13,0.32,4.09,3.16,8.59,0.14,0.14,0.27,0.14,0.27,0.19,0.13,0.32,0.19,0.32,https://fbref.com/en/players/2d22cea7/Armand-Lauriente,2d22cea7,Big 5 combined
1397,Roméo Lavia,BEL,MF,Chelsea,eng Premier League,20-115,2004,1,0,33,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ecad9aa5/Romeo-Lavia,ecad9aa5,Big 5 combined
1398,Lázaro,BRA,"FW,MF",Almería,es La Liga,22-049,2002,14,2,285,3.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.16,0.44,1.56,1.88,10.6,0.00,0.00,0.00,0.00,0.00,0.28,0.17,0.45,0.28,0.45,https://fbref.com/en/players/86ff856b/Lazaro,86ff856b,Big 5 combined
1399,Valentino Lazaro,AUT,"DF,MF",Torino,it Serie A,28-037,1996,31,21,1917,21.3,0.00,0.09,0.09,0.00,0.00,0.00,0.14,0.00,0.08,0.08,0.10,0.18,2.49,4.23,4.65,0.00,0.09,0.09,0.00,0.09,0.08,0.10,0.18,0.08,0.18,https://fbref.com/en/players/016ff750/Valentino-Lazaro,016ff750,Big 5 combined
1400,Darko Lazović,SRB,"FW,MF",Hellas Verona,it Serie A,33-228,1990,28,18,1638,18.2,0.11,0.05,0.16,0.11,0.00,0.00,0.00,0.05,0.10,0.10,0.14,0.24,1.92,2.97,6.21,0.11,0.05,0.16,0.11,0.16,0.11,0.14,0.25,0.10,0.24,https://fbref.com/en/players/5128bde4/Darko-Lazovic,5128bde4,Big 5 combined
1401,Manuel Lazzari,ITA,DF,Lazio,it Serie A,30-153,1993,22,18,1561,17.3,0.00,0.12,0.12,0.00,0.00,0.00,0.17,0.06,0.06,0.06,0.08,0.13,3.93,3.47,5.55,0.00,0.12,0.12,0.00,0.12,0.06,0.07,0.14,0.06,0.14,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari,02caf6e0,Big 5 combined
1402,Théo Le Bris,FRA,"DF,MF",Lorient,fr Ligue 1,21-212,2002,26,15,1516,16.8,0.00,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.07,0.07,0.10,0.17,3.33,3.45,6.96,0.00,0.12,0.12,0.00,0.12,0.07,0.10,0.17,0.07,0.17,https://fbref.com/en/players/afe39ca8/Theo-Le-Bris,afe39ca8,Big 5 combined
1403,Julien Le Cardinal,FRA,DF,Brest,fr Ligue 1,26-271,1997,12,5,473,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.06,0.06,0.02,0.08,0.57,4.53,0.75,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1404,Julien Le Cardinal,FRA,DF,Lens,fr Ligue 1,26-271,1997,2,0,58,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1405,Jérémy Le Douaron,FRA,FW,Brest,fr Ligue 1,26-009,1998,30,18,1525,16.9,0.24,0.00,0.24,0.24,0.00,0.00,0.18,0.00,0.36,0.36,0.06,0.43,2.66,1.12,6.92,0.24,0.00,0.24,0.24,0.24,0.36,0.06,0.42,0.36,0.42,https://fbref.com/en/players/88c4d190/Jeremy-Le-Douaron,88c4d190,Big 5 combined
1406,Enzo Le Fée,FRA,MF,Rennes,fr Ligue 1,24-087,2000,22,17,1343,14.9,0.00,0.07,0.07,0.00,0.00,0.00,0.20,0.00,0.03,0.03,0.10,0.13,2.68,7.32,3.02,0.00,0.07,0.07,0.00,0.07,0.03,0.10,0.13,0.03,0.13,https://fbref.com/en/players/6f806d99/Enzo-Le-Fee,6f806d99,Big 5 combined
1407,Vincent Le Goff,FRA,"DF,MF",Lorient,fr Ligue 1,34-198,1989,9,8,541,6.0,0.17,0.17,0.33,0.17,0.00,0.00,0.17,0.00,0.02,0.02,0.15,0.17,1.50,3.67,8.50,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17,https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff,2321ea6e,Big 5 combined
1408,Robin Le Normand,ESP,DF,Real Sociedad,es La Liga,27-171,1996,26,25,2199,24.4,0.08,0.00,0.08,0.08,0.00,0.00,0.49,0.00,0.04,0.04,0.00,0.05,0.86,4.06,0.04,0.08,0.00,0.08,0.08,0.08,0.04,0.00,0.05,0.04,0.05,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,9a64e67e,Big 5 combined
1409,Nicola Leali,ITA,GK,Genoa,it Serie A,31-073,1993,2,1,91,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5f9970a0/Nicola-Leali,5f9970a0,Big 5 combined
1410,Rafael Leão,POR,FW,Milan,it Serie A,24-325,1999,30,27,2313,25.7,0.27,0.31,0.58,0.27,0.00,0.00,0.19,0.00,0.26,0.26,0.32,0.58,5.88,4.01,10.6,0.27,0.31,0.58,0.27,0.58,0.26,0.32,0.58,0.26,0.58,https://fbref.com/en/players/20730eae/Rafael-Leao,20730eae,Big 5 combined
1411,Adrien Lebeau,FRA,"MF,FW",Brest,fr Ligue 1,24-297,1999,6,0,41,0.5,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,10.0,0.00,2.20,2.20,0.00,2.20,0.07,1.01,1.08,0.07,1.08,https://fbref.com/en/players/ca122e29/Adrien-Lebeau,ca122e29,Big 5 combined
1412,Benjamin Lecomte,FRA,GK,Montpellier,fr Ligue 1,33-004,1991,30,30,2700,30.0,0.00,0.03,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,2fa2a875,Big 5 combined
1413,Jeremías Ledesma,ARG,GK,Cádiz,es La Liga,31-077,1993,30,30,2688,29.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma,6c4776b1,Big 5 combined
1414,Pierre Lees-Melou,FRA,MF,Brest,fr Ligue 1,30-341,1993,28,28,2490,27.7,0.14,0.00,0.14,0.14,0.00,0.00,0.43,0.04,0.09,0.09,0.08,0.17,1.81,6.86,1.48,0.14,0.00,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou,f5044e54,Big 5 combined
1415,Diogo Leite,POR,DF,Union Berlin,de Bundesliga,25-098,1999,29,28,2461,27.3,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.03,0.03,0.01,0.04,0.48,4.10,0.15,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/c4987edc/Diogo-Leite,c4987edc,Big 5 combined
1416,Maxim Leitsch,GER,DF,Mainz 05,de Bundesliga,25-348,1998,7,4,379,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7e12a98d/Maxim-Leitsch,7e12a98d,Big 5 combined
1417,Florian Lejeune,FRA,DF,Rayo Vallecano,es La Liga,32-346,1991,32,32,2877,32.0,0.06,0.03,0.09,0.06,0.00,0.00,0.16,0.00,0.07,0.07,0.02,0.09,0.34,3.09,0.13,0.06,0.03,0.09,0.06,0.09,0.08,0.02,0.09,0.08,0.09,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune,6eaed4eb,Big 5 combined
1418,Stefan Lekovic,SRB,DF,Villarreal,es La Liga,20-112,2004,1,0,29,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d633fd46/Stefan-Lekovic,d633fd46,Big 5 combined
1419,Iñigo Lekue,ESP,DF,Athletic Club,es La Liga,30-362,1993,23,18,1642,18.2,0.00,0.11,0.11,0.00,0.00,0.00,0.22,0.00,0.01,0.01,0.05,0.07,2.09,5.77,1.87,0.00,0.11,0.11,0.00,0.11,0.01,0.06,0.07,0.01,0.07,https://fbref.com/en/players/59b7d823/Inigo-Lekue,59b7d823,Big 5 combined
1420,Thomas Lemar,FRA,MF,Atlético Madrid,es La Liga,28-170,1995,3,3,164,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,2.78,7.22,5.00,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,https://fbref.com/en/players/4dbd0916/Thomas-Lemar,4dbd0916,Big 5 combined
1421,Mario Lemina,GAB,MF,Wolves,eng Premier League,30-242,1993,32,31,2743,30.5,0.13,0.03,0.16,0.13,0.00,0.00,0.36,0.03,0.15,0.15,0.05,0.20,1.05,2.36,1.54,0.13,0.03,0.16,0.13,0.16,0.15,0.05,0.20,0.15,0.20,https://fbref.com/en/players/2b471f99/Mario-Lemina,2b471f99,Big 5 combined
1422,Álvaro Lemos,ESP,DF,Las Palmas,es La Liga,31-031,1993,3,2,194,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,2.73,6.82,3.18,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos,31d45cc8,Big 5 combined
1423,Clément Lenglet,FRA,DF,Aston Villa,eng Premier League,28-318,1995,13,13,1063,11.8,0.00,0.08,0.08,0.00,0.00,0.00,0.17,0.00,0.08,0.08,0.07,0.14,2.20,4.24,0.08,0.00,0.08,0.08,0.00,0.08,0.07,0.06,0.14,0.07,0.14,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet,4f28a6ff,Big 5 combined
1424,Bernd Leno,GER,GK,Fulham,eng Premier League,32-057,1992,35,35,3150,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2628fd2b/Bernd-Leno,2628fd2b,Big 5 combined
1425,Christopher Lenz,GER,"DF,MF",RB Leipzig,de Bundesliga,29-221,1994,4,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,5.00,12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.29,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1426,Christopher Lenz,GER,DF,Eint Frankfurt,de Bundesliga,29-221,1994,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1427,Johann Lepenant,FRA,MF,Lyon,fr Ligue 1,21-191,2002,6,2,253,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.04,0.04,0.04,0.07,1.79,8.57,2.14,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,https://fbref.com/en/players/1e52971c/Johann-Lepenant,1e52971c,Big 5 combined
1428,Jefferson Lerma,COL,"MF,DF",Crystal Palace,eng Premier League,29-188,1994,27,27,2385,26.5,0.04,0.04,0.08,0.04,0.00,0.00,0.30,0.00,0.10,0.10,0.08,0.18,0.53,3.96,1.89,0.04,0.04,0.08,0.04,0.08,0.10,0.08,0.18,0.10,0.18,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma,9b5ce51a,Big 5 combined
1429,Léo Leroy,FRA,MF,Montpellier,fr Ligue 1,24-076,2000,18,2,366,4.1,0.00,0.24,0.24,0.00,0.00,0.00,0.73,0.00,0.20,0.20,0.17,0.37,1.71,5.12,1.95,0.00,0.25,0.25,0.00,0.25,0.19,0.17,0.36,0.19,0.36,https://fbref.com/en/players/fcc84a07/Leo-Leroy,fcc84a07,Big 5 combined
1430,Robert Lewandowski,POL,FW,Barcelona,es La Liga,35-253,1988,29,26,2300,25.6,0.51,0.31,0.82,0.39,0.12,0.12,0.20,0.00,0.63,0.53,0.18,0.71,1.41,1.95,5.59,0.51,0.31,0.82,0.39,0.70,0.62,0.18,0.80,0.53,0.71,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,8d78e732,Big 5 combined
1431,Jamie Leweling,GER,"FW,MF",Stuttgart,de Bundesliga,23-064,2001,31,14,1319,14.7,0.27,0.27,0.54,0.27,0.00,0.00,0.20,0.00,0.39,0.39,0.22,0.61,4.08,1.90,9.80,0.27,0.27,0.55,0.27,0.55,0.39,0.22,0.61,0.39,0.61,https://fbref.com/en/players/13fe7b69/Jamie-Leweling,13fe7b69,Big 5 combined
1432,Rico Lewis,ENG,"DF,MF",Manchester City,eng Premier League,19-161,2004,15,8,800,8.9,0.22,0.00,0.22,0.22,0.00,0.00,0.11,0.00,0.07,0.07,0.12,0.20,2.13,3.60,4.83,0.23,0.00,0.23,0.23,0.23,0.07,0.13,0.20,0.07,0.20,https://fbref.com/en/players/b57e066e/Rico-Lewis,b57e066e,Big 5 combined
1433,Keane Lewis-Potter,ENG,"FW,DF",Brentford,eng Premier League,23-068,2001,28,13,1314,14.6,0.21,0.07,0.27,0.21,0.00,0.00,0.00,0.00,0.39,0.39,0.12,0.51,3.36,2.12,8.49,0.21,0.07,0.27,0.21,0.27,0.39,0.12,0.51,0.39,0.51,https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter,41f08ac8,Big 5 combined
1434,Philipp Lienhart,AUT,DF,Freiburg,de Bundesliga,27-294,1996,15,14,1265,14.1,0.07,0.00,0.07,0.07,0.00,0.00,0.21,0.00,0.08,0.08,0.08,0.16,0.99,3.76,0.21,0.07,0.00,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16,https://fbref.com/en/players/302527b2/Philipp-Lienhart,302527b2,Big 5 combined
1435,Matthijs de Ligt,NED,DF,Bayern Munich,de Bundesliga,24-262,1999,20,15,1284,14.3,0.14,0.00,0.14,0.14,0.00,0.00,0.35,0.00,0.12,0.12,0.01,0.13,1.05,6.78,0.42,0.14,0.00,0.14,0.14,0.14,0.12,0.01,0.13,0.12,0.13,https://fbref.com/en/players/d6e53a3a/Matthijs-de-Ligt,d6e53a3a,Big 5 combined
