Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player Link_,Player ID_,Competition
1253,Diego Llorente,ESP,DF,Roma,it Serie A,30-145,1993,14.2,55.2,60.8,90.8,1051.7,341.7,18.0,18.5,97.3,32.0,34.4,93.0,4.79,6.62,72.3,0.07,0.04,0.01,0.04,0.07,1.83,0.07,0.00,2.68,https://fbref.com/en/players/bba30585/Diego-Llorente,bba30585,Big 5 combined
1254,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,es La Liga,28-343,1995,14.2,34.4,43.9,78.2,460.2,125.0,22.2,24.7,89.7,9.58,12.2,78.6,0.99,2.11,46.7,0.21,0.27,0.22,-0.06,0.99,1.83,1.34,0.49,3.59,https://fbref.com/en/players/02c15616/Marcos-Llorente,02c15616,Big 5 combined
1255,Gautier Lloris,FRA,DF,Le Havre,fr Ligue 1,28-174,1995,15.9,43.0,48.9,87.9,766.4,276.8,16.4,17.7,92.6,23.0,25.1,91.7,2.70,4.91,55.1,0.00,0.01,0.02,-0.01,0.06,2.39,0.13,0.00,3.65,https://fbref.com/en/players/ac89503b/Gautier-Lloris,ac89503b,Big 5 combined
1256,Abou Lô,SEN,DF,Metz,fr Ligue 1,24-006,2000,0.8,45.0,46.3,97.3,932.5,256.3,12.5,12.5,100.0,30.0,30.0,100.0,2.50,2.50,100.0,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,https://fbref.com/en/players/10e51236/Abou-Lo,10e51236,Big 5 combined
1257,Giovani Lo Celso,ARG,MF,Tottenham,eng Premier League,27-274,1996,4.6,68.7,76.3,90.0,990.2,292.0,38.7,41.3,93.7,23.0,24.8,93.0,3.70,5.22,70.8,0.43,0.17,0.20,0.26,2.39,6.96,2.17,0.22,10.7,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso,d7553721,Big 5 combined
1258,Stanislav Lobotka,SVK,MF,Napoli,it Serie A,29-044,1994,17.7,56.7,61.1,92.8,921.5,266.2,28.5,30.1,94.7,23.2,24.5,94.5,3.73,4.69,79.5,0.06,0.03,0.06,0.02,0.51,5.65,0.79,0.06,4.69,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,e1cbb531,Big 5 combined
1259,Manuel Locatelli,ITA,MF,Juventus,it Serie A,26-000,1998,15.8,48.7,57.6,84.5,983.4,322.0,17.4,19.2,90.5,22.7,24.7,91.6,7.97,11.6,68.5,0.06,0.03,0.05,0.03,0.76,6.71,0.82,0.13,6.96,https://fbref.com/en/players/a8a874f1/Manuel-Locatelli,a8a874f1,Big 5 combined
1260,Bradley Locko,FRA,DF,Brest,fr Ligue 1,21-247,2002,17.0,44.1,53.5,82.3,736.8,221.9,21.4,24.4,87.9,17.2,20.4,84.7,3.59,5.94,60.4,0.06,0.05,0.05,0.01,0.59,2.76,0.94,0.71,3.29,https://fbref.com/en/players/40221fa7/Bradley-Locko,40221fa7,Big 5 combined
1261,Tom Lockyer,WAL,DF,Luton Town,eng Premier League,29-036,1994,13.0,23.2,32.5,71.3,509.8,240.0,6.23,8.00,77.9,12.2,14.5,83.6,4.38,8.69,50.4,0.08,0.05,0.02,0.03,0.23,2.85,0.31,0.00,2.85,https://fbref.com/en/players/37118440/Tom-Lockyer,37118440,Big 5 combined
1262,Renan Lodi,BRA,DF,Marseille,fr Ligue 1,25-275,1998,13.7,42.3,54.6,77.4,722.6,187.4,18.4,20.7,89.0,19.3,23.7,81.2,3.43,6.93,49.5,0.00,0.09,0.09,-0.09,1.02,2.70,0.80,0.51,3.72,https://fbref.com/en/players/ed9f7cfe/Renan-Lodi,ed9f7cfe,Big 5 combined
1263,Ruben Loftus-Cheek,ENG,MF,Milan,it Serie A,27-350,1996,10.3,31.3,36.8,85.0,423.8,93.4,20.1,21.9,91.6,8.54,10.5,81.5,1.07,1.46,73.3,0.10,0.15,0.14,-0.05,1.07,3.11,0.49,0.10,3.59,https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek,e97fd090,Big 5 combined
1264,Andy Logbo,FRA,FW,Le Havre,fr Ligue 1,19-247,2004,2.8,11.1,14.3,77.5,124.6,13.2,6.43,8.21,78.3,2.50,3.57,70.0,0.36,0.71,50.0,0.00,0.04,0.07,-0.04,1.07,0.71,0.00,0.00,0.71,https://fbref.com/en/players/daa11a4f/Andy-Logbo,daa11a4f,Big 5 combined
1265,Enzo Loiodice,FRA,MF,Las Palmas,es La Liga,23-042,2000,12.2,43.0,53.4,80.4,574.7,136.2,27.7,31.8,87.1,11.1,13.1,85.0,1.80,3.44,52.4,0.00,0.04,0.07,-0.04,0.57,3.69,0.41,0.00,4.51,https://fbref.com/en/players/6bca20fe/Enzo-Loiodice,6bca20fe,Big 5 combined
1266,Sean Longstaff,ENG,MF,Newcastle Utd,eng Premier League,26-070,1997,13.1,36.5,45.3,80.6,572.9,190.9,20.2,23.1,87.7,12.5,15.3,81.6,2.60,3.89,66.7,0.15,0.11,0.14,0.04,0.92,2.98,1.07,0.15,5.34,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,a2b105e0,Big 5 combined
1267,Ademola Lookman,NGA,"FW,MF",Atalanta,it Serie A,26-080,1997,12.3,28.3,37.6,75.2,399.0,112.7,16.6,19.4,85.4,9.02,11.2,80.4,1.06,3.01,35.1,0.24,0.20,0.21,0.04,2.03,2.20,1.54,0.00,4.72,https://fbref.com/en/players/7c104bb7/Ademola-Lookman,7c104bb7,Big 5 combined
1268,Noah Loosli,SUI,"DF,MF",Bochum,de Bundesliga,26-350,1997,1.8,27.2,37.2,73.1,393.3,165.6,15.6,16.1,96.6,9.44,12.2,77.3,1.67,6.67,25.0,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0.00,1.67,https://fbref.com/en/players/5dbfd101/Noah-Loosli,5dbfd101,Big 5 combined
1269,Anthony Lopes,POR,GK,Lyon,fr Ligue 1,33-099,1990,14.0,22.8,32.0,71.2,622.1,456.9,4.36,4.36,100.0,10.2,10.5,97.3,8.07,17.0,47.5,0.00,0.02,0.01,-0.02,0.07,0.29,0.00,0.00,0.00,https://fbref.com/en/players/f00de885/Anthony-Lopes,f00de885,Big 5 combined
1270,David López,ESP,"DF,MF",Girona,es La Liga,34-091,1989,13.2,64.4,70.1,91.9,1175.9,388.7,21.4,23.2,92.5,38.4,40.2,95.5,3.71,5.45,68.1,0.00,0.01,0.02,-0.01,0.15,2.20,0.08,0.00,2.42,https://fbref.com/en/players/f03f284b/David-Lopez,f03f284b,Big 5 combined
1271,Diego López,ESP,"FW,MF",Valencia,es La Liga,21-240,2002,15.0,17.5,28.2,61.9,268.3,67.5,9.73,14.1,68.9,5.67,8.33,68.0,1.33,2.33,57.1,0.13,0.13,0.07,0.00,1.47,1.27,0.73,0.40,2.60,https://fbref.com/en/players/c487901c/Diego-Lopez,c487901c,Big 5 combined
1272,Fermin López,ESP,"MF,FW",Barcelona,es La Liga,20-242,2003,5.8,31.4,38.8,80.9,439.7,85.9,21.2,22.9,92.5,5.86,7.93,73.9,2.59,3.97,65.2,0.00,0.05,0.09,-0.05,0.86,3.45,1.21,0.17,3.97,https://fbref.com/en/players/c1fe5f0b/Fermin-Lopez,c1fe5f0b,Big 5 combined
1273,Javi López,ESP,"DF,MF",Alavés,es La Liga,22-007,2002,11.0,30.8,45.5,67.7,529.7,220.8,17.2,19.7,87.1,9.36,14.0,66.9,3.64,9.18,39.6,0.27,0.16,0.12,0.11,0.73,2.73,0.91,0.64,4.27,https://fbref.com/en/players/e9ada8cf/Javi-Lopez,e9ada8cf,Big 5 combined
1274,Maxime Lopez,FRA,MF,Fiorentina,it Serie A,26-035,1997,2.6,57.7,67.7,85.2,1030.8,309.2,20.4,23.1,88.3,30.0,33.5,89.7,5.38,8.46,63.6,0.00,0.00,0.04,0.00,0.38,7.69,0.38,0.00,5.38,https://fbref.com/en/players/20094685/Maxime-Lopez,20094685,Big 5 combined
1275,Maxime Lopez,FRA,MF,Sassuolo,it Serie A,26-035,1997,1.6,77.5,85.0,91.2,1310.6,485.6,28.8,30.0,95.8,38.1,40.0,95.3,5.63,9.38,60.0,0.00,0.13,0.13,-0.13,1.88,14.4,1.25,0.00,11.3,https://fbref.com/en/players/20094685/Maxime-Lopez,20094685,Big 5 combined
1276,Pau López,ESP,GK,Marseille,fr Ligue 1,29-026,1994,16.7,28.0,35.8,78.1,674.6,444.6,5.57,5.63,98.9,16.0,16.2,98.5,5.99,13.5,44.4,0.00,0.00,0.00,0.00,0.06,0.66,0.06,0.00,0.00,https://fbref.com/en/players/20b9f052/Pau-Lopez,20b9f052,Big 5 combined
1277,Unai López,ESP,MF,Rayo Vallecano,es La Liga,28-070,1995,11.1,47.0,57.5,81.8,886.3,269.3,21.2,22.8,92.9,18.5,21.0,88.0,6.40,11.1,57.7,0.18,0.16,0.13,0.02,1.35,3.96,1.17,0.27,3.87,https://fbref.com/en/players/88050721/Unai-Lopez,88050721,Big 5 combined
1278,Dion Lopy,SEN,MF,Almería,es La Liga,21-340,2002,13.1,36.3,42.4,85.6,718.7,173.0,12.8,14.8,86.6,16.9,19.2,88.4,5.65,6.72,84.1,0.00,0.04,0.02,-0.04,0.38,3.59,0.15,0.00,3.89,https://fbref.com/en/players/64c14d49/Dion-Lopy,64c14d49,Big 5 combined
1279,Anthony Losilla,FRA,MF,Bochum,de Bundesliga,37-304,1986,13.5,25.3,33.4,75.8,383.5,118.2,12.7,15.9,80.4,10.5,13.6,77.6,0.96,2.00,48.1,0.07,0.04,0.04,0.04,0.52,2.15,0.37,0.15,3.48,https://fbref.com/en/players/07c7eb0c/Anthony-Losilla,07c7eb0c,Big 5 combined
1280,Jordan Lotomba,SUI,DF,Nice,fr Ligue 1,25-101,1998,8.4,46.0,54.2,84.8,656.7,226.8,26.2,29.0,90.2,16.2,19.0,85.0,1.19,2.26,52.6,0.00,0.06,0.04,-0.06,0.71,2.26,0.83,0.36,3.21,https://fbref.com/en/players/fc4cf6a7/Jordan-Lotomba,fc4cf6a7,Big 5 combined
1281,Tom Louchet,FRA,"FW,DF",Nice,fr Ligue 1,20-249,2003,0.5,32.0,48.0,66.7,440.0,80.0,18.0,22.0,81.8,10.0,14.0,71.4,2.00,4.00,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f999e9be/Tom-Louchet,f999e9be,Big 5 combined
1282,Matteo Lovato,ITA,DF,Salernitana,it Serie A,23-328,2000,8.5,26.9,34.4,78.4,466.5,216.7,11.2,12.6,88.8,13.1,15.6,83.5,2.00,4.35,45.9,0.00,0.02,0.02,-0.02,0.35,2.59,0.24,0.12,2.59,https://fbref.com/en/players/5fa57166/Matteo-Lovato,5fa57166,Big 5 combined
1283,Dejan Lovren,CRO,DF,Lyon,fr Ligue 1,34-187,1989,7.0,43.3,51.9,83.5,860.9,256.0,12.4,15.3,81.3,25.3,27.3,92.7,4.43,7.57,58.5,0.00,0.00,0.01,0.00,0.14,2.57,0.00,0.00,2.00,https://fbref.com/en/players/1a2935f6/Dejan-Lovren,1a2935f6,Big 5 combined
1284,Sandi Lovrić,SVN,MF,Udinese,it Serie A,25-286,1998,11.3,26.0,34.0,76.6,445.0,134.3,12.6,14.3,87.7,8.94,11.0,81.5,3.01,5.75,52.3,0.18,0.21,0.18,-0.04,1.95,3.01,0.53,0.27,3.54,https://fbref.com/en/players/966eea58/Sandi-Lovric,966eea58,Big 5 combined
1285,Max Lowe,ENG,"DF,MF",Sheffield Utd,eng Premier League,26-242,1997,3.5,14.3,21.1,67.6,206.3,87.4,9.43,11.7,80.5,4.00,7.14,56.0,0.86,1.14,75.0,0.00,0.00,0.00,0.00,0.29,1.43,0.57,0.00,2.57,https://fbref.com/en/players/7af88b33/Max-Lowe,7af88b33,Big 5 combined
1286,Anthony Lozano,HON,"MF,FW",Getafe,es La Liga,30-258,1993,1.0,10.0,16.0,62.5,128.0,43.0,6.00,8.00,75.0,2.00,4.00,50.0,1.00,1.00,100.0,0.00,0.30,0.20,-0.30,1.00,1.00,1.00,1.00,1.00,https://fbref.com/en/players/38699c72/Anthony-Lozano,38699c72,Big 5 combined
1287,Lucas,BRA,DF,Cádiz,es La Liga,22-290,2001,8.5,28.1,39.9,70.5,480.4,196.9,14.0,16.1,86.9,10.2,14.5,70.7,3.06,6.94,44.1,0.00,0.06,0.12,-0.06,1.06,1.65,1.06,0.82,2.24,https://fbref.com/en/players/5d68f5b2/Lucas,5d68f5b2,Big 5 combined
1288,Lorenzo Lucca,ITA,FW,Udinese,it Serie A,23-120,2000,12.6,8.41,15.0,56.1,115.4,10.1,4.29,7.30,58.7,2.70,4.68,57.6,0.48,0.63,75.0,0.08,0.06,0.02,0.02,0.95,0.48,0.08,0.00,0.40,https://fbref.com/en/players/83c06f3a/Lorenzo-Lucca,83c06f3a,Big 5 combined
1289,Jhon Lucumí,COL,DF,Bologna,it Serie A,25-196,1998,9.0,66.2,71.9,92.1,1189.8,385.3,26.7,27.9,95.6,31.8,33.1,96.0,6.56,8.67,75.6,0.00,0.02,0.01,-0.02,0.22,5.00,0.11,0.00,4.00,https://fbref.com/en/players/80490d7f/Jhon-Lucumi,80490d7f,Big 5 combined
1290,José Luis Gayà,ESP,DF,Valencia,es La Liga,28-228,1995,11.3,39.4,51.9,75.8,712.7,242.2,18.7,20.9,89.4,16.5,21.0,78.5,3.89,7.96,48.9,0.09,0.15,0.12,-0.06,1.50,2.48,1.06,0.71,3.36,https://fbref.com/en/players/b05e2dbd/Jose-Luis-Gaya,b05e2dbd,Big 5 combined
1291,José Luis Morales,ESP,"FW,MF",Villarreal,es La Liga,36-169,1987,8.0,10.5,14.9,70.6,149.1,30.5,7.50,8.63,87.0,2.25,3.75,60.0,0.63,1.13,55.6,0.00,0.06,0.06,-0.06,0.38,0.63,0.25,0.13,0.88,https://fbref.com/en/players/4a478107/Jose-Luis-Morales,4a478107,Big 5 combined
1292,José Luis Palomino,ARG,DF,Atalanta,it Serie A,34-003,1990,0.2,65.0,100.0,65.0,1335.0,695.0,30.0,40.0,75.0,10.0,20.0,50.0,20.0,35.0,57.1,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,https://fbref.com/en/players/921f6058/Jose-Luis-Palomino,921f6058,Big 5 combined
1293,Douglas Luiz,BRA,MF,Aston Villa,eng Premier League,25-244,1998,18.4,55.9,65.8,85.0,975.9,240.3,24.9,27.0,92.3,24.0,27.5,87.4,5.65,8.97,63.0,0.16,0.13,0.13,0.04,1.47,4.29,1.25,0.22,5.43,https://fbref.com/en/players/6f7d826d/Douglas-Luiz,6f7d826d,Big 5 combined
1294,Romelu Lukaku,BEL,FW,Roma,it Serie A,30-240,1993,15.1,15.7,22.2,70.7,193.0,31.4,9.54,12.5,76.2,4.04,5.23,77.2,0.40,0.93,42.9,0.07,0.09,0.06,-0.03,0.79,1.13,0.26,0.13,1.32,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,5eae500a,Big 5 combined
1295,Castello Lukeba,FRA,DF,RB Leipzig,de Bundesliga,21-022,2002,11.0,68.5,75.3,90.9,1238.6,419.3,24.0,25.9,92.6,39.9,41.5,96.3,4.18,6.91,60.5,0.00,0.01,0.04,-0.01,0.27,5.18,0.18,0.09,4.64,https://fbref.com/en/players/5b9512c5/Castello-Lukeba,5b9512c5,Big 5 combined
1296,Dodi Lukebakio,BEL,FW,Sevilla,es La Liga,26-106,1997,8.2,24.1,32.0,75.6,355.9,54.3,13.5,15.2,88.8,7.44,9.15,81.3,1.83,3.66,50.0,0.12,0.05,0.11,0.07,1.22,0.73,1.10,0.37,2.80,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio,0c61c77c,Big 5 combined
1297,Saša Lukić,SRB,MF,Fulham,eng Premier League,27-148,1996,4.3,45.3,51.2,88.6,728.8,140.9,20.2,22.8,88.8,22.1,23.5,94.1,2.09,3.02,69.2,0.00,0.05,0.07,-0.05,0.70,3.49,0.47,0.00,3.49,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,c6e8cf1f,Big 5 combined
1298,Karlo Lulić,CRO,MF,Frosinone,it Serie A,27-243,1996,0.2,40.0,60.0,66.7,530.0,140.0,25.0,30.0,83.3,15.0,30.0,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,https://fbref.com/en/players/5dde403b/Karlo-Lulic,5dde403b,Big 5 combined
1299,Andriy Lunin,UKR,GK,Real Madrid,es La Liga,24-331,1999,8.0,25.8,28.5,90.4,550.4,345.6,6.75,6.75,100.0,14.6,14.8,99.2,4.13,6.50,63.5,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,https://fbref.com/en/players/3061e1ec/Andriy-Lunin,3061e1ec,Big 5 combined
1300,Sebastiano Luperto,ITA,DF,Empoli,it Serie A,27-124,1996,19.0,37.5,45.1,83.2,720.7,258.7,12.0,13.5,88.7,21.7,23.7,91.4,3.37,6.95,48.5,0.00,0.02,0.03,-0.02,0.26,1.89,0.05,0.00,2.26,https://fbref.com/en/players/997fff07/Sebastiano-Luperto,997fff07,Big 5 combined
1301,Mateus Lusuardi,BRA,DF,Frosinone,it Serie A,20-000,2004,1.9,54.2,63.2,85.8,884.7,342.1,26.8,28.4,94.4,25.8,28.4,90.7,1.58,5.26,30.0,0.00,0.00,0.00,0.00,0.00,5.79,0.00,0.00,4.21,https://fbref.com/en/players/0704d719/Mateus-Lusuardi,0704d719,Big 5 combined
1302,Charalambos Lykogiannis,GRE,DF,Bologna,it Serie A,30-078,1993,7.1,39.3,54.1,72.7,628.5,200.0,21.7,24.6,88.0,15.2,19.9,76.6,2.11,6.90,30.6,0.00,0.04,0.04,-0.04,0.85,2.68,0.70,0.70,3.38,https://fbref.com/en/players/5efc5389/Charalambos-Lykogiannis,5efc5389,Big 5 combined
1303,Senne Lynen,BEL,MF,Werder Bremen,de Bundesliga,24-323,1999,4.9,34.7,42.2,82.1,588.4,171.0,15.5,18.0,86.4,14.9,18.0,83.0,3.47,4.29,81.0,0.20,0.14,0.04,0.06,1.02,2.86,0.41,0.00,2.65,https://fbref.com/en/players/0ed60738/Senne-Lynen,0ed60738,Big 5 combined
1304,Ian Maatsen,NED,"FW,MF",Chelsea,eng Premier League,21-304,2002,2.3,42.2,60.0,70.3,572.2,173.9,26.1,31.7,82.2,11.3,20.0,56.5,1.74,3.48,50.0,0.00,0.04,0.09,-0.04,0.87,2.61,0.87,0.43,3.48,https://fbref.com/en/players/cab9634e/Ian-Maatsen,cab9634e,Big 5 combined
1305,Alexis Mac Allister,ARG,MF,Liverpool,eng Premier League,25-015,1998,12.2,60.5,68.7,88.1,954.4,270.2,30.1,33.2,90.6,24.5,26.5,92.6,3.61,5.41,66.7,0.08,0.03,0.11,0.05,0.66,4.92,0.98,0.00,6.72,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,83d074ff,Big 5 combined
1306,Deiver Machado,COL,DF,Lens,fr Ligue 1,30-128,1993,7.0,32.1,41.3,77.9,488.4,163.1,17.7,20.9,84.9,11.9,14.4,82.2,1.43,3.43,41.7,0.00,0.14,0.14,-0.14,1.14,2.57,1.14,0.57,2.71,https://fbref.com/en/players/b3f8bdef/Deiver-Machado,b3f8bdef,Big 5 combined
1307,Darwin Machís,VEN,MF,Cádiz,es La Liga,30-335,1993,8.0,19.0,29.8,63.9,344.4,111.5,9.38,10.8,87.2,6.75,10.4,65.1,2.50,6.38,39.2,0.00,0.07,0.11,-0.07,1.13,1.38,0.75,0.63,1.75,https://fbref.com/en/players/ed6ea4d9/Darwin-Machis,ed6ea4d9,Big 5 combined
1308,James Maddison,ENG,MF,Tottenham,eng Premier League,27-046,1996,9.8,44.2,56.4,78.3,755.8,257.2,21.8,24.3,89.9,16.7,21.3,78.5,4.39,8.27,53.1,0.51,0.29,0.33,0.22,3.16,5.10,3.27,0.10,9.90,https://fbref.com/en/players/ee38d9c5/James-Maddison,ee38d9c5,Big 5 combined
1309,Noni Madueke,ENG,FW,Chelsea,eng Premier League,21-304,2002,2.6,41.9,49.6,84.5,517.7,106.9,30.0,31.9,94.0,9.23,12.7,72.7,0.38,1.54,25.0,0.00,0.19,0.19,-0.19,2.31,0.77,1.92,0.38,4.62,https://fbref.com/en/players/bf34eebd/Noni-Madueke,bf34eebd,Big 5 combined
1310,Pablo Maffeo,ESP,DF,Mallorca,es La Liga,26-180,1997,11.5,23.2,37.7,61.5,405.4,180.4,11.0,13.3,83.0,9.04,14.3,63.0,2.52,7.13,35.4,0.17,0.05,0.07,0.12,0.70,2.09,0.52,0.43,2.52,https://fbref.com/en/players/5db04597/Pablo-Maffeo,5db04597,Big 5 combined
1311,Soungoutou Magassa,FRA,DF,Monaco,fr Ligue 1,20-092,2003,11.4,53.9,62.5,86.1,1024.6,375.4,18.5,20.5,90.2,28.9,31.5,91.9,5.35,8.51,62.9,0.00,0.01,0.01,-0.01,0.09,5.09,0.09,0.00,5.35,https://fbref.com/en/players/dfc5d4fa/Soungoutou-Magassa,dfc5d4fa,Big 5 combined
1312,Giulio Maggiore,ITA,MF,Salernitana,it Serie A,25-302,1998,9.1,27.6,39.0,70.7,431.1,146.7,13.6,17.5,78.0,11.0,14.3,76.9,1.76,3.52,50.0,0.00,0.07,0.02,-0.07,0.55,2.97,0.33,0.00,3.63,https://fbref.com/en/players/957e4c87/Giulio-Maggiore,957e4c87,Big 5 combined
1313,Matej Maglica,CRO,DF,Darmstadt 98,de Bundesliga,25-105,1998,8.2,41.0,53.7,76.4,853.9,317.4,12.0,13.3,89.9,22.4,25.9,86.8,6.34,13.0,48.6,0.00,0.02,0.04,-0.02,0.61,3.90,0.12,0.00,3.90,https://fbref.com/en/players/36cf2caf/Matej-Maglica,36cf2caf,Big 5 combined
1314,Giangiacomo Magnani,ITA,DF,Hellas Verona,it Serie A,28-096,1995,13.5,28.5,35.3,80.9,628.5,211.9,7.63,9.04,84.4,16.0,18.0,88.9,4.67,7.11,65.6,0.00,0.01,0.02,-0.01,0.30,2.44,0.07,0.07,2.96,https://fbref.com/en/players/cce9f582/Giangiacomo-Magnani,cce9f582,Big 5 combined
1315,Hugo Magnetti,FRA,MF,Brest,fr Ligue 1,25-223,1998,12.3,34.6,39.3,88.0,579.3,119.5,15.4,17.5,88.4,15.9,17.2,92.0,2.20,2.76,79.4,0.00,0.08,0.12,-0.08,1.14,3.50,0.57,0.41,3.98,https://fbref.com/en/players/d4d35152/Hugo-Magnetti,d4d35152,Big 5 combined
1316,Yohann Magnin,FRA,MF,Clermont Foot,fr Ligue 1,26-201,1997,8.4,38.7,45.6,84.9,668.7,148.3,17.0,20.0,85.1,16.9,19.4,87.1,3.81,4.64,82.1,0.00,0.07,0.12,-0.07,0.71,2.98,0.60,0.36,3.93,https://fbref.com/en/players/caa7aaea/Yohann-Magnin,caa7aaea,Big 5 combined
1317,Frank Magri,CMR,"FW,MF",Toulouse,fr Ligue 1,24-126,1999,10.8,14.8,20.9,70.8,208.9,57.6,8.43,10.9,77.1,5.28,7.04,75.0,0.19,0.83,22.2,0.00,0.06,0.06,-0.06,0.93,1.39,0.74,0.09,2.31,https://fbref.com/en/players/42fdb11d/Frank-Magri,42fdb11d,Big 5 combined
1318,Harry Maguire,ENG,DF,Manchester Utd,eng Premier League,30-309,1993,9.3,49.8,60.3,82.5,1019.0,345.7,17.8,20.5,86.9,23.5,27.0,87.3,7.74,11.7,66.1,0.11,0.04,0.03,0.06,0.22,5.91,0.43,0.00,4.41,https://fbref.com/en/players/d8931174/Harry-Maguire,d8931174,Big 5 combined
1319,Jon Magunacelaya,ESP,FW,Real Sociedad,es La Liga,23-179,2000,0.2,20.0,40.0,50.0,320.0,45.0,0.00,5.00,0.0,15.0,25.0,60.0,0.00,0.00,,0.00,2.50,1.50,-2.50,5.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d4808594/Jon-Magunacelaya,d4808594,Big 5 combined
1320,Arne Maier,GER,"DF,MF",Augsburg,de Bundesliga,25-000,1999,0.7,52.9,71.4,74.0,1041.4,431.4,14.3,14.3,100.0,31.4,41.4,75.9,5.71,11.4,50.0,0.00,0.00,0.14,0.00,0.00,5.71,2.86,1.43,2.86,https://fbref.com/en/players/ab700320/Arne-Maier,ab700320,Big 5 combined
1321,Habib Maïga,CIV,"MF,FW",Metz,fr Ligue 1,28-007,1996,1.6,29.4,39.4,74.6,453.8,134.4,11.3,13.8,81.8,13.8,18.1,75.9,1.88,3.75,50.0,0.00,0.00,0.00,0.00,0.00,1.88,0.00,0.00,1.88,https://fbref.com/en/players/e768de1f/Habib-Maiga,e768de1f,Big 5 combined
1322,Mike Maignan,FRA,GK,Milan,it Serie A,28-189,1995,16.0,38.4,45.8,83.9,983.3,668.8,8.25,8.25,100.0,18.9,19.1,99.0,10.9,17.6,62.1,0.06,0.02,0.00,0.04,0.13,0.75,0.00,0.00,0.00,https://fbref.com/en/players/fcb38f57/Mike-Maignan,fcb38f57,Big 5 combined
1323,Linton Maina,GER,"FW,MF",Köln,de Bundesliga,24-199,1999,11.0,21.0,29.9,70.2,275.7,72.8,14.5,16.7,86.4,5.09,8.18,62.2,0.82,1.91,42.9,0.09,0.15,0.15,-0.06,1.00,1.64,0.91,0.27,2.45,https://fbref.com/en/players/e5d85da8/Linton-Maina,e5d85da8,Big 5 combined
1324,Patrick Mainka,GER,DF,Heidenheim,de Bundesliga,29-063,1994,16.0,38.7,45.8,84.6,801.9,322.9,10.6,12.5,84.5,21.9,24.0,91.4,5.81,8.31,69.9,0.00,0.00,0.03,0.00,0.00,2.00,0.06,0.00,3.75,https://fbref.com/en/players/dd9caa07/Patrick-Mainka,dd9caa07,Big 5 combined
1325,Kobbie Mainoo,ENG,MF,Manchester Utd,eng Premier League,18-264,2005,5.0,39.8,45.8,86.9,627.2,138.4,19.6,21.8,89.9,16.4,18.8,87.2,1.80,3.00,60.0,0.00,0.00,0.06,0.00,0.20,2.40,0.00,0.00,2.80,https://fbref.com/en/players/c6220452/Kobbie-Mainoo,c6220452,Big 5 combined
1326,Ainsley Maitland-Niles,ENG,"MF,DF",Lyon,fr Ligue 1,26-132,1997,3.2,37.8,46.9,80.7,562.2,146.9,15.9,19.4,82.3,16.3,19.7,82.5,1.25,2.50,50.0,0.31,0.19,0.16,0.13,0.63,3.13,0.63,0.00,5.31,https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles,e3a5814e,Big 5 combined
1327,Lovro Majer,CRO,MF,Rennes,fr Ligue 1,25-356,1998,0.2,70.0,80.0,87.5,1385.0,480.0,35.0,40.0,87.5,25.0,30.0,83.3,10.0,10.0,100.0,0.00,1.50,0.50,-1.50,10.0,5.00,0.00,0.00,0.00,https://fbref.com/en/players/fc46aab1/Lovro-Majer,fc46aab1,Big 5 combined
1328,Lovro Majer,CRO,"MF,FW",Wolfsburg,de Bundesliga,25-356,1998,12.5,28.5,39.1,72.8,436.2,112.9,14.1,16.9,83.4,11.3,14.4,78.3,1.52,3.44,44.2,0.16,0.14,0.15,0.02,1.36,2.80,1.20,0.00,4.72,https://fbref.com/en/players/fc46aab1/Lovro-Majer,fc46aab1,Big 5 combined
